key,asset_team,well,category,entry_type,well_name_meta,bytes,parse_source,parsed_ref
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S733H/Logs & Surveys/LWD/2026-05-07 Donut Palace-STX-Unit S733H-MD 1 inch [36094864].pdf,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S733H,Logs & Surveys/LWD,LWD Real Time Data,DONUT PALACE-STX-UNIT S733H,946245,unparsed,
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N731H/Completions/Frac/2026-05-05 WRANGLER-STX-UNIT N731H - Ticket - Stage 69 [36078963].pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N731H,Completions/Frac,Frac Report,WRANGLER-STX-UNIT N731H,155932,unparsed,
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N734H/Completions/Frac/WRANGLER-STX-UNIT N734H - Ticket - Stage 22.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N734H,Completions/Frac,Frac Report,WRANGLER-STX-UNIT N734H,153343,unparsed,
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S733H/Drilling/Directional/2026-04-15 Donut Palace-STX-Unit S733H-surveys [35533016].csv,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S733H,Drilling/Directional,Deviation Survey,DONUT PALACE-STX-UNIT S733H,9504,unparsed,
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-C N736H/Drilling/BHA & Bits/2026-04-21 HOOEY-STX-UNIT-C N736H - BHA 4 Lateral (iCruise) [35684276].pdf,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-C N736H,Drilling/BHA & Bits,BHA,HOOEY-STX-UNIT-C N736H,222704,unparsed,
"FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S724H/Completions/Frac/Formentera Operations, LLC_REVIVAL-STX-UNIT-A S724H_Stage_55.pdf",FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S724H,Completions/Frac,Frac Report,REVIVAL-STX-UNIT-A S724H,401060,unparsed,
FORMENTERA SOUTH TEXAS/Lucille-STX-Unit-B S 727H/Drilling/Directional/2026-07-01 Lucille-STX-Unit-B-S727H-surveys [36952557].csv,FORMENTERA SOUTH TEXAS,Lucille-STX-Unit-B S 727H,Drilling/Directional,Deviation Survey,Lucille-STX-Unit-B S 727H,5247,unparsed,
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S725H/Logs & Surveys/LWD/2026-06-14 Donut Palace-STX-Unit S725H-TVD 5 inch [36685193].pdf,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S725H,Logs & Surveys/LWD,LWD Real Time Data,DONUT PALACE-STX-UNIT S725H,853489,unparsed,
FORMENTERA SOUTH TEXAS/G2 845-846-STX C311VW/Regulatory/Permits & Filings/FRIO COUNTY CLERK.pdf,FORMENTERA SOUTH TEXAS,G2 845-846-STX C311VW,Regulatory/Permits & Filings,Regulatory Information,G2 845-846-STX C311VW,179354,unparsed,
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S733H/Drilling/Directional/2026-04-12 Donut Palace-STX-Unit S733H-surveys [35472844].xlsx,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S733H,Drilling/Directional,Deviation Survey,DONUT PALACE-STX-UNIT S733H,26410,unparsed,
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-B N724H/Logs & Surveys/LWD/2026-05-21 Hooey-STX-Unit-B-N724H-TVD 2 Inch [36282274].pdf,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-B N724H,Logs & Surveys/LWD,LWD Real Time Data,HOOEY-STX-UNIT-B N724H,565505,unparsed,
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N734H/Drilling/Mud & Fluids/Formentera_Patt 271_Wrangler STX Unit 734H_SCR #19.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N734H,Drilling/Mud & Fluids,Solids Report,WRANGLER-STX-UNIT N734H,98768,unparsed,
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S725H/Logs & Surveys/LWD/2026-06-18 Donut Palace-STX-Unit S725H-MD 1 inch [36747603].pdf,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S725H,Logs & Surveys/LWD,LWD Real Time Data,DONUT PALACE-STX-UNIT S725H,914034,unparsed,
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S725H/Logs & Surveys/LWD/2026-06-14 Donut Palace-STX-Unit S725H-MD 2 inch [36679862].pdf,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S725H,Logs & Surveys/LWD,LWD Real Time Data,DONUT PALACE-STX-UNIT S725H,739164,unparsed,
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S721H/Drilling/Directional/2026-05-25 Donut Palace-STX-Unit S721H-surveys [36353408].xls,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S721H,Drilling/Directional,Deviation Survey,DONUT PALACE-STX-UNIT S721H,55808,unparsed,
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S725H/Drilling/Mud & Fluids/4216334396000_DONUT-PALACE-STX-UNIT-S725H_FORMENTERA_MUDLOG AM REPORT_06082026.pdf,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S725H,Drilling/Mud & Fluids,Mud Log Data,DONUT PALACE-STX-UNIT S725H,38315,unparsed,
FORMENTERA SOUTH TEXAS/Lucille-STX-Unit-A S 724H/Logs & Surveys/LWD/2026-06-22 Lucille-STX-Unit-B-S724H-TVD 2 inch [36808232].pdf,FORMENTERA SOUTH TEXAS,Lucille-STX-Unit-A S 724H,Logs & Surveys/LWD,LWD Real Time Data,Lucille-STX-Unit-A S 724H,102719,unparsed,
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S725H/Logs & Surveys/LWD/2026-06-13 Donut Palace-STX-Unit S725H-TVD 1 inch [36675672].pdf,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S725H,Logs & Surveys/LWD,LWD Real Time Data,DONUT PALACE-STX-UNIT S725H,699273,unparsed,
FORMENTERA SOUTH TEXAS/Gambler-STX-Unit N727H/Logs & Surveys/PVA/2026-06-22 Formentera - Gambler STX Unit N727H - AC Report [36808615].pdf,FORMENTERA SOUTH TEXAS,Gambler-STX-Unit N727H,Logs & Surveys/PVA,PVA,Gambler-STX-Unit N727H,121086,unparsed,
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S724H/Completions/Frac/REVIVAL-STX-UNIT-A S724H - Print Out - Stage 46.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S724H,Completions/Frac,Frac Report,REVIVAL-STX-UNIT-A S724H,192504,unparsed,
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S721H/Drilling/Geosteering/2026-05-24 Patt 271 - Donut Palace-STX-Unit-S721H - Geosteering Update - 0600hrs - 05-24-2026 [36339573].pdf,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S721H,Drilling/Geosteering,Geosteering Report,DONUT PALACE-STX-UNIT S721H,603979,unparsed,
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N732H/Drilling/Mud & Fluids/Formentera_Patt 271_Wrangler STX Unit N732H_SCR #26.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N732H,Drilling/Mud & Fluids,Solids Report,WRANGLER-STX-UNIT N732H,99960,unparsed,
FORMENTERA SOUTH TEXAS/REPUBLIC S723H/Drilling/Mud & Fluids/2026-07-02 REPUBLIC-S723H [36960509].ML_,FORMENTERA SOUTH TEXAS,REPUBLIC S723H,Drilling/Mud & Fluids,Mud Log Data,REPUBLIC S723H,1567151,unparsed,
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S733H/Drilling/Directional/2026-04-14 Donut Palace-STX-Unit S733H-surveys [35516244].pdf,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S733H,Drilling/Directional,Deviation Survey,DONUT PALACE-STX-UNIT S733H,42556,unparsed,
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N734H/Completions/Frac/WRANGLER-STX-UNIT N734H Stage 66 PLOTS.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N734H,Completions/Frac,Frac Report,WRANGLER-STX-UNIT N734H,149957,unparsed,
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S733H/Drilling/Mud & Fluids/4216334397000_DONUT-PALACE-STX-UNIT-S733H_FORMENTERA_MUDLOG AM REPORT_03312026.pdf,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S733H,Drilling/Mud & Fluids,Mud Log Data,DONUT PALACE-STX-UNIT S733H,38478,unparsed,
FORMENTERA SOUTH TEXAS/Gambler-STX-Unit N727H/Drilling/Directional/2026-07-02 Gambler-STX-Unit N727H - BHA 1 - 5 Slide Sheets [36966792].pdf,FORMENTERA SOUTH TEXAS,Gambler-STX-Unit N727H,Drilling/Directional,Slide Sheet,Gambler-STX-Unit N727H,144672,unparsed,
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-B N724H/Logs & Surveys/Mass Spec/2026-05-31 spec_c HOOEY-STX-UNIT-B-N724H [36434632].las,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-B N724H,Logs & Surveys/Mass Spec,Mass Spec,HOOEY-STX-UNIT-B N724H,12015878,unparsed,
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-B N724H/Logs & Surveys/LWD/2026-05-29 Hooey-STX-Unit-B-N724H-TVD 2 Inch [36405152].pdf,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-B N724H,Logs & Surveys/LWD,LWD Real Time Data,HOOEY-STX-UNIT-B N724H,805174,unparsed,
FORMENTERA SOUTH TEXAS/Gambler-STX-Unit N727H/Drilling/Directional/2026-06-26 Gambler-STX-Unit-N727H-surveys [36885737].csv,FORMENTERA SOUTH TEXAS,Gambler-STX-Unit N727H,Drilling/Directional,Deviation Survey,Gambler-STX-Unit N727H,8415,unparsed,
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-C N736H/Logs & Surveys/LWD/2026-04-13 Hooey-STX-Unit-C-N736H-TVD 2 Inch [35487289].pdf,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-C N736H,Logs & Surveys/LWD,LWD Real Time Data,HOOEY-STX-UNIT-C N736H,214285,unparsed,
"FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S724H/Completions/Frac/Formentera Operations, LLC_REVIVAL-STX-UNIT-A S724H_Stage_56.csv",FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S724H,Completions/Frac,Frac Report,REVIVAL-STX-UNIT-A S724H,7266694,unparsed,
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S725H/Logs & Surveys/Mass Spec/2026-06-20 spec_d Donut Palace STX Unit S725H [36779811].las,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S725H,Logs & Surveys/Mass Spec,Mass Spec,DONUT PALACE-STX-UNIT S725H,11297672,unparsed,
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N734H/Completions/Frac/2026-05-05 WRANGLER-STX-UNIT N734H - Stage 63 [36079519].csv,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N734H,Completions/Frac,Frac Report,WRANGLER-STX-UNIT N734H,8437263,unparsed,
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S721H/Drilling/Mud & Fluids/2026-05-23 DONUT-PALACE-STX-UNIT-S721H [36318850].las,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S721H,Drilling/Mud & Fluids,Mud Log Data,DONUT PALACE-STX-UNIT S721H,9594108,unparsed,
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N732H/Completions/Frac/2026-05-05 WRANGLER-STX-UNIT N732H - Print Out - Stage 47 [36079150].pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N732H,Completions/Frac,Frac Report,WRANGLER-STX-UNIT N732H,198114,unparsed,
"FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-B S736H/Completions/Frac/Formentera Operations, LLC_REVIVAL-STX-UNIT-B S736H_Stage_79.csv",FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-B S736H,Completions/Frac,Frac Report,REVIVAL-STX-UNIT-B S736H,5468062,unparsed,
"FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-B S736H/Drilling/Mud & Fluids/Formentera Operations, LLC - Patterson 285 - Revival STX UNIT B S736H   (2-2-2026 5-30 AM) - 27.pdf",FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-B S736H,Drilling/Mud & Fluids,Solids Report,REVIVAL-STX-UNIT-B S736H,133866,unparsed,
FORMENTERA SOUTH TEXAS/Lucille-STX-Unit-B S 727H/Logs & Surveys/LWD/2026-07-01 Lucille-STX-Unit-B-S727H-MD 2 inch [36950822].pdf,FORMENTERA SOUTH TEXAS,Lucille-STX-Unit-B S 727H,Logs & Surveys/LWD,LWD Real Time Data,Lucille-STX-Unit-B S 727H,212998,unparsed,
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N731H/Completions/Frac/WRANGLER-STX-UNIT N731H Stage 21 PLOTS.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N731H,Completions/Frac,Frac Report,WRANGLER-STX-UNIT N731H,147744,unparsed,
FORMENTERA SOUTH TEXAS/Lucille-STX-Unit-B S 727H/Drilling/Directional/2026-07-02 Lucille-STX-Unit-B-S727H-surveys [36956593].xls,FORMENTERA SOUTH TEXAS,Lucille-STX-Unit-B S 727H,Drilling/Directional,Deviation Survey,Lucille-STX-Unit-B S 727H,36352,unparsed,
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S725H/Drilling/Mud & Fluids/2026-06-18 42163343960000_Donut Palace-STX-Unit-S725H_Formentera_1in_Mudlog [36746341].pdf,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S725H,Drilling/Mud & Fluids,Mud Log Data,DONUT PALACE-STX-UNIT S725H,6187674,unparsed,
FORMENTERA SOUTH TEXAS/Gambler-STX-Unit N727H/Drilling/Directional/2026-06-28 Gambler-STX-Unit-N727H-surveys [36908535].pdf,FORMENTERA SOUTH TEXAS,Gambler-STX-Unit N727H,Drilling/Directional,Deviation Survey,Gambler-STX-Unit N727H,42506,unparsed,
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N732H/Completions/Frac/2026-05-05 WRANGLER-STX-UNIT N732H Stage 68 PLOTS [36079259].pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N732H,Completions/Frac,Frac Report,WRANGLER-STX-UNIT N732H,149204,unparsed,
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-B N724H/Logs & Surveys/LWD/2026-06-02 Hooey-STX-Unit-B-N724H-Gamma relog 5 Inch [36468384].pdf,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-B N724H,Logs & Surveys/LWD,LWD Real Time Data,HOOEY-STX-UNIT-B N724H,36282,unparsed,
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S724H/Drilling/Directional/Revival STX Unit A S724H ST-01-surveys.xlsx,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S724H,Drilling/Directional,Deviation Survey,REVIVAL-STX-UNIT-A S724H,30213,unparsed,
